EPISODE_TYPE,Clinical_category,DEF_NAME,DEF_SUB,DEF_DESC,EPISODE_NAME,PAC_RF,PAC_DESC,flag
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC336,Complications of surgical procedures - circulatory system,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC44,Functional Disturbances following Cardiac Surgery,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC95,Aortic dissection/repture,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC03,Stroke/TIA,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC06,Coma; stupor; and brain damage,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC10,Acute Renal Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC11,Urinary Tract Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC12,Pneumonia (except that caused by TB or STD),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC128,Acute Encephalopathy,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC13,Acute Respiratory Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC14,Tracheostomy complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC15,Opportunistic Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC18,Septic arthritis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC21,"Acute CHF, pulm edema",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC22,"DIC, coagulation and hemorrhagic disorders",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC32,Complications of medical care,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC33,Complications of surgical procedures - general,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC330,Complications of surgical procedures -  left forgein body,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC38,Syncope and Collapse,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC40,Drug resistant infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC48,Fluid and Electrolyte disturbances,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC59,Hypertensive crisis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC67,Transfusion and infusion related complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC68,Wound infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC70,Acute posthemorrhagic anemia,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M032,Congestive heart failure,Congestive heart failure,PC90,Post MI syndrome and related,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC08,Cardiac dysrhythmias,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC336,Complications of surgical procedures - circulatory system,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC44,Functional Disturbances following Cardiac Surgery,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC95,Aortic dissection/repture,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC03,Stroke/TIA,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC06,Coma; stupor; and brain damage,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC10,Acute Renal Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC11,Urinary Tract Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC12,Pneumonia (except that caused by TB or STD),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC128,Acute Encephalopathy,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC13,Acute Respiratory Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC14,Tracheostomy complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC15,Opportunistic Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC18,Septic arthritis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC21,"Acute CHF, pulm edema",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC22,"DIC, coagulation and hemorrhagic disorders",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC32,Complications of medical care,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC33,Complications of surgical procedures - general,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC330,Complications of surgical procedures -  left forgein body,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC38,Syncope and Collapse,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC40,Drug resistant infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC48,Fluid and Electrolyte disturbances,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC59,Hypertensive crisis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC67,Transfusion and infusion related complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC68,Wound infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC70,Acute posthemorrhagic anemia,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M033,Peripheral vascular disorders,Circulatory problems in extremities,PC90,Post MI syndrome and related,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC08,Cardiac dysrhythmias,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC336,Complications of surgical procedures - circulatory system,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC44,Functional Disturbances following Cardiac Surgery,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC95,Aortic dissection/repture,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC03,Stroke/TIA,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC06,Coma; stupor; and brain damage,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC10,Acute Renal Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC11,Urinary Tract Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC12,Pneumonia (except that caused by TB or STD),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC128,Acute Encephalopathy,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC13,Acute Respiratory Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC14,Tracheostomy complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC15,Opportunistic Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC18,Septic arthritis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC21,"Acute CHF, pulm edema",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC22,"DIC, coagulation and hemorrhagic disorders",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC32,Complications of medical care,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC33,Complications of surgical procedures - general,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC330,Complications of surgical procedures -  left forgein body,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC38,Syncope and Collapse,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC40,Drug resistant infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC48,Fluid and Electrolyte disturbances,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC59,Hypertensive crisis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC67,Transfusion and infusion related complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC68,Wound infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC70,Acute posthemorrhagic anemia,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M034,Atherosclerosis,Atherosclerosis,PC90,Post MI syndrome and related,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC08,Cardiac dysrhythmias,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC16,Aortic and peripheral arterial embolism or thrombosis,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC311,Complication of Implanted device/graft - cardiac and vascular,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC336,Complications of surgical procedures - circulatory system,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC39,"Shock, cardiac arrest, ventricular fibrillation",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC44,Functional Disturbances following Cardiac Surgery,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC95,Aortic dissection/repture,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC03,Stroke/TIA,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC038,"Drug overdose, underdose, and adverse effects - hematological agents",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC06,Coma; stupor; and brain damage,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC10,Acute Renal Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC11,Urinary Tract Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC12,Pneumonia (except that caused by TB or STD),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC128,Acute Encephalopathy,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC13,Acute Respiratory Failure,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC14,Tracheostomy complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC15,Opportunistic Infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC17,Deep Vein Thrombosis (DVT) / Pulmonary Embolism (PE),1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC18,Septic arthritis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC20,"Diabetic Emergency, Hypo- Hyper-glycemia",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC21,"Acute CHF, pulm edema",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC22,"DIC, coagulation and hemorrhagic disorders",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC32,Complications of medical care,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC33,Complications of surgical procedures - general,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC330,Complications of surgical procedures -  left forgein body,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC34,"Cellulitis, Local Skin Infection, gangrene",1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC38,Syncope and Collapse,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC40,Drug resistant infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC48,Fluid and Electrolyte disturbances,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC59,Hypertensive crisis,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC67,Transfusion and infusion related complications,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC68,Wound infections,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC70,Acute posthemorrhagic anemia,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M035,Hypertension,Inpatient high blood pressure,PC90,Post MI syndrome and related,1
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M037,Cardiac arrhythmia,Irregular heartbeat,PC039,"Drug overdose, underdose, and adverse effects - cardiovascular systtem drugs",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M037,Cardiac arrhythmia,Irregular heartbeat,PC047,"Drug overdose, underdose, and adverse effects - Diuretics",0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M037,Cardiac arrhythmia,Irregular heartbeat,PC08,Cardiac dysrhythmias,0
IP Medical,Circulatory system diseases,PPI_IP_MED,PPI_IP_MED_M037,Cardiac arrhythmia,Irregular heartbeat,PC123,Pleurisy; pneumothorax; pulmonary collapse,0
