MS-DRG ,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS,FY
249,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,1.8737,2.2,2.7,2022
249,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,1.8167,2.2,2.7,2023
250,05,P,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.6975,4.2,5.7,2016
250, 05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.6299,4.1,5.5,2017
250,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.5059,4,5.3,2018
250,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.5868,3.9,5.3,2019
250,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.5501,3.7,5.0,2020
250,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,2.5228,3.7,5.0,2021
250,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,2.5218,3.7,5.0,2022
250,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,2.4197,3.4,4.7,2023
251,05,P,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.6863,2.4,2.9,2016
251, 05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.6868,2.4,2.9,2017
251,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.6627,2.3,2.7,2018
251,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.6778,2.2,2.7,2019
251,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.6830,2.2,2.6,2020
251,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,1.6598,2.1,2.6,2021
251,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,1.6584,2.1,2.6,2022
251,05,SURG,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,1.6253,2.0,2.4,2023
252,05,P,OTHER VASCULAR PROCEDURES W MCC,3.2872,5.5,7.9,2016
252, 05,SURG,OTHER VASCULAR PROCEDURES W MCC,3.3126,5.6,7.9,2017
252,05,SURG,OTHER VASCULAR PROCEDURES W MCC,3.2334,5.4,7.6,2018
252,05,SURG,OTHER VASCULAR PROCEDURES W MCC,3.2598,5.3,7.6,2019
252,05,SURG,OTHER VASCULAR PROCEDURES W MCC,3.2804,5.2,7.5,2020
252,05,SURG,OTHER VASCULAR PROCEDURES WITH MCC,3.3207,5.2,7.5,2021
252,05,SURG,OTHER VASCULAR PROCEDURES WITH MCC,3.3257,5.2,7.5,2022
252,05,SURG,OTHER VASCULAR PROCEDURES WITH MCC,3.3433,5.2,7.6,2023
253,05,P,OTHER VASCULAR PROCEDURES W CC,2.6028,4.3,5.7,2016
253, 05,SURG,OTHER VASCULAR PROCEDURES W CC,2.6441,4.3,5.7,2017
253,05,SURG,OTHER VASCULAR PROCEDURES W CC,2.535,4.2,5.5,2018
253,05,SURG,OTHER VASCULAR PROCEDURES W CC,2.5943,4.1,5.4,2019
253,05,SURG,OTHER VASCULAR PROCEDURES W CC,2.6066,4.1,5.4,2020
253,05,SURG,OTHER VASCULAR PROCEDURES WITH CC,2.6537,4.1,5.4,2021
253,05,SURG,OTHER VASCULAR PROCEDURES WITH CC,2.6536,4.0,5.4,2022
253,05,SURG,OTHER VASCULAR PROCEDURES WITH CC,2.6740,3.9,5.2,2023
254,05,P,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.7232,2.4,3.0,2016
254, 05,SURG,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.7764,2.4,3.0,2017
254,05,SURG,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.8127,2.3,2.9,2018
254,05,SURG,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.8100,2.3,2.8,2019
254,05,SURG,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.8201,2.2,2.7,2020
254,05,SURG,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,1.8095,2.1,2.6,2021
254,05,SURG,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,1.8159,2.1,2.6,2022
254,05,SURG,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,1.8285,1.9,2.4,2023
255,05,P,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.6202,6.8,8.6,2016
255, 05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.7042,6.8,9.0,2017
255,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.5153,6.6,8.3,2018
255,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.5403,6.5,8.1,2019
255,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.6496,6.5,8.3,2020
255,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2.5430,6.5,8.2,2021
255,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2.5353,6.5,8.2,2022
255,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,2.5656,6.3,8.1,2023
256,05,P,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.6241,5.3,6.4,2016
256, 05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.6872,5.3,6.4,2017
256,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.7431,5.3,6.3,2018
256,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.7487,5.2,6.2,2019
256,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.7165,5.1,6.1,2020
256,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,1.6431,5.0,5.9,2021
256,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,1.6442,5.0,5.9,2022
256,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,1.6322,4.8,5.9,2023
257,05,P,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,1.0844,3.4,4.1,2016
257, 05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,1.1295,3.3,4.1,2017
257,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,1.1259,3.4,4.1,2018
257,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,1.1261,3.5,4.3,2019
257,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,1.1344,3.6,4.6,2020
257,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,1.1610,3.5,4.4,2021
257,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,1.1652,3.5,4.4,2022
257,05,SURG,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,1.0487,3.4,4.0,2023
258,05,P,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,2.8590,4.9,6.3,2016
258, 05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,3.0351,5.3,6.9,2017
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,3.0814,4.9,6.4,2018
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,2.9888,5.0,6.4,2019
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,3.0587,4.9,6.3,2020
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,3.2013,5.0,6.7,2021
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,3.1681,5.0,6.6,2022
258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,2.8513,4.7,6.3,2023
259,05,P,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,1.9456,2.9,3.6,2016
259, 05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,1.9905,2.9,3.5,2017
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,2.0869,2.8,3.5,2018
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,2.0970,2.7,3.4,2019
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,2.0826,2.7,3.3,2020
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,2.1202,2.7,3.4,2021
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,2.0892,2.6,3.3,2022
259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,1.9941,2.5,3.0,2023
260,05,P,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.7299,7.6,10.3,2016
260, 05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.7634,7.6,10.2,2017
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.5875,6.9,9.3,2018
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.6195,6.8,9.2,2019
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.6996,6.6,9.2,2020
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,3.5842,6.4,8.8,2021
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,3.5673,6.4,8.8,2022
260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,3.4986,6.0,8.6,2023
261,05,P,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.8639,3.5,4.4,2016
261, 05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.9584,3.5,4.5,2017
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.9381,3.3,4.2,2018
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.9918,3.3,4.2,2019
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.9485,3.2,4.0,2020
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,1.9913,3.2,4.0,2021
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,1.9939,3.2,4.0,2022
261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,1.9108,3.0,3.8,2023
262,05,P,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.5125,2.5,3.0,2016
262, 05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.6016,2.4,2.9,2017
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.651,2.4,2.8,2018
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.6309,2.3,2.7,2019
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.6776,2.2,2.6,2020
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,1.7081,2.2,2.7,2021
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,1.7062,2.2,2.7,2022
262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,1.6768,2.1,2.5,2023
263,05,P,VEIN LIGATION & STRIPPING,2.0854,4.1,6.2,2016
263, 05,SURG,VEIN LIGATION & STRIPPING,2.0521,4.0,6.0,2017
263,05,SURG,VEIN LIGATION & STRIPPING,2.3369,4.4,6.1,2018
263,05,SURG,VEIN LIGATION & STRIPPING,2.3922,4.2,6.3,2019
263,05,SURG,VEIN LIGATION & STRIPPING,2.3591,4.3,6.2,2020
263,05,SURG,VEIN LIGATION AND STRIPPING,2.3053,4.4,6.5,2021
263,05,SURG,VEIN LIGATION AND STRIPPING,2.3132,4.4,6.5,2022
263,05,SURG,VEIN LIGATION AND STRIPPING,2.7860,4.6,7.9,2023
264,05,P,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,2.8080,5.8,8.3,2016
264, 05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,2.9537,5.9,8.5,2017
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.2177,6.7,9.3,2018
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.1586,6.5,9.2,2019
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.2380,6.5,9.2,2020
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.2478,6.5,9.2,2021
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.2536,6.5,9.2,2022
264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,3.3097,6.6,9.4,2023
265,05,P,AICD LEAD PROCEDURES,2.9681,3.1,4.5,2016
265, 05,SURG,AICD LEAD PROCEDURES,3.2111,3.3,4.6,2017
265,05,SURG,AICD LEAD PROCEDURES,3.3378,3.7,5,2018
265,05,SURG,AICD LEAD PROCEDURES,3.1167,3.7,5.1,2019
265,05,SURG,AICD LEAD PROCEDURES,3.1213,3.8,5.4,2020
265,05,SURG,AICD LEAD PROCEDURES,3.3627,3.7,5.2,2021
265,05,SURG,AICD LEAD PROCEDURES,3.3655,3.7,5.2,2022
265,05,SURG,AICD LEAD PROCEDURES,3.3821,4.2,6.1,2023
266,05,P,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,8.5986,7.3,9.5,2016
266, 05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,8.3933,6.3,8.5,2017
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,7.7525,5,7.2,2018
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,7.1915,4.0,6.1,2019
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT & SUPPLEMENT PROCEDURES W MCC,7.1214,3.5,5.7,2020
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,7.0972,3.2,5.3,2021
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,7.0479,3.2,5.2,2022
266,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,6.6007,2.8,4.9,2023
267,05,P,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,6.5575,4.4,5.2,2016
267, 05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,6.4720,3.7,4.4,2017
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,6.1066,2.9,3.5,2018
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,5.8481,2.3,2.9,2019
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT & SUPPLEMENT PROCEDURES W/O MCC,5.6756,1.9,2.4,2020
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,5.6009,1.7,2.1,2021
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,5.5980,1.7,2.1,2022
267,05,SURG,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,5.1606,1.4,1.7,2023
268,05,P,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,6.2807,6.9,9.9,2016
268, 05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,6.3047,6.6,9.5,2017
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,6.5268,6.6,9.6,2018
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,6.7037,6.4,9.5,2019
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,6.7826,6.3,9.3,2020
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,6.9546,6.3,9.3,2021
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,6.9633,6.3,9.3,2022
268,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,6.9208,6.0,9.4,2023
269,05,P,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,3.9041,1.9,2.6,2016
269, 05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,4.0274,1.9,2.6,2017
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,4.1556,1.8,2.5,2018
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,4.1509,1.7,2.4,2019
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,4.2664,1.7,2.3,2020
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,4.3146,1.6,2.2,2021
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,4.3151,1.6,2.2,2022
269,05,SURG,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,4.2763,1.5,2.1,2023
270,05,P,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,4.7349,6.5,9.3,2016
270, 05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,4.7589,6.5,9.3,2017
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,4.9411,6.5,9.5,2018
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,5.0617,6.6,9.5,2019
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,5.1102,6.6,9.5,2020
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,5.1816,6.6,9.5,2021
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,5.1870,6.6,9.5,2022
270,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,5.1126,6.5,9.5,2023
271,05,P,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,3.1426,4.5,6.0,2016
271, 05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,3.1272,4.4,5.8,2017
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,3.3836,4.4,5.8,2018
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,3.4938,4.3,5.8,2019
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,3.5480,4.3,5.7,2020
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,3.5646,4.3,5.7,2021
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,3.5654,4.3,5.7,2022
271,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,3.4838,3.9,5.3,2023
272,05,P,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,2.2508,2.3,3.1,2016
272, 05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,2.3120,2.3,3.0,2017
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,2.4538,2.2,2.8,2018
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,2.6181,2.1,2.8,2019
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,2.6013,2.1,2.6,2020
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,2.6888,2.0,2.6,2021
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,2.6883,2.0,2.6,2022
272,05,SURG,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,2.5964,1.8,2.3,2023
273,05,P,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,3.5499,6.0,8.0,2016
273, 05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,3.6045,6.0,8.0,2017
273,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,3.5791,5.7,7.7,2018
273,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,3.6525,5.3,7.3,2019
273,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,3.7103,4.5,6.2,2020
273,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,3.8372,4.3,6.1,2021
273,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,3.8267,4.3,6.1,2022
273,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,4.0130,3.8,5.8,2023
274,05,P,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,2.4197,2.7,3.4,2016
274, 05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,2.5303,2.7,3.5,2017
274,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,2.7684,2.3,3,2018
274,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,2.9783,2.0,2.6,2019
274,05,SURG,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,3.1598,1.7,2.3,2020
274,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,3.2854,1.6,2.0,2021
274,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,3.2866,1.5,2.0,2022
274,05,SURG,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,3.3595,1.3,1.6,2023
280,05,M,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.6971,4.5,5.8,2016
280, 05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.6748,4.5,5.7,2017
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.6577,4.3,5.5,2018
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.6571,4.2,5.4,2019
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.6309,4.2,5.4,2020
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1.6262,4.1,5.4,2021
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1.6069,4.1,5.3,2022
280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1.6064,4.1,5.4,2023
281,05,M,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",1.0232,2.9,3.6,2016
281, 05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",0.9968,2.8,3.4,2017
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",0.9848,2.7,3.4,2018
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",0.9796,2.6,3.2,2019
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",0.9687,2.6,3.2,2020
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",0.9321,2.5,3.1,2021
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",0.9306,2.5,3.0,2022
281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",0.9186,2.4,2.9,2023
282,05,M,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7557,2.0,2.4,2016
282, 05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7463,2.0,2.3,2017
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7586,1.9,2.3,2018
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7490,1.8,2.2,2019
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7379,1.8,2.1,2020
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",0.7255,1.8,2.1,2021
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",0.7261,1.8,2.1,2022
282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",0.7167,1.7,2.0,2023
283,05,M,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",1.6613,2.9,4.6,2016
283, 05,MED,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",1.6925,3.0,4.7,2017
283,05,MED,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",1.7572,3,4.8,2018
