MS_DRG_TYPE,MS_DRG_CAT,MS_DRG_CAT_DESC,MS_DRG_GRP,MS_DRG_GRP_DESC,MS_DRG,MS_DRG_DESC,BUNDLE_NAME,Weights,Geometric_mean_LOS,Arithmetic_mean_LOS,VERSION,EFFECTIVE_DATE,TERMINATION_DATE,BPCIA,CJ_PERINATAL,KCC,PPI_IP_PROC,PPI_IOP_PROC,PPI_IOP_MJRLE,PPI_OP_PROC,PPI_PR_PROC,PPI_IP_MED,PPI_CH_MED,PPI_AC_MED,PPI_CHEMO,PPI_PERINATAL
M,1,DISEASES & DISORDERS OF THE NERVOUS SYSTEM,102,HEADACHES,103,HEADACHES WITHOUT MCC,Headaches,0.7497,2.3,2.9,,,,,,,,,,,,M011,,,,
P,2,DISEASES & DISORDERS OF THE EYE,113,ORBITAL PROCEDURES,113,ORBITAL PROCEDURES WITH CC/MCC,Orbital procedures,2.1871,4.2,5.8,,,,X, ,,P15,,,,,,,,,
P,2,DISEASES & DISORDERS OF THE EYE,113,ORBITAL PROCEDURES,114,ORBITAL PROCEDURES WITHOUT CC/MCC,Orbital procedures,1.2812,2.3,3,,,,X, ,,P15,,,,,,,,,
P,2,DISEASES & DISORDERS OF THE EYE,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,Other eye procedures,1.4946,3.9,4.9,,,,X, ,,P16,,,,,,,,,
P,2,DISEASES & DISORDERS OF THE EYE,116,INTRAOCULAR PROCEDURES,116,INTRAOCULAR PROCEDURES WITH CC/MCC,Other eye procedures,1.5002,3.2,4.7,,,,X, ,,P16,,,,,,,,,
P,2,DISEASES & DISORDERS OF THE EYE,116,INTRAOCULAR PROCEDURES,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,Other eye procedures,1.0003,2.1,2.8,,,,X, ,,P16,,,,,,,,,
M,2,DISEASES & DISORDERS OF THE EYE,121,ACUTE MAJOR EYE INFECTIONS,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,Disorders of the eye,0.9863,3.7,4.7,,,,X,,,,,,,,M012,,,,
M,2,DISEASES & DISORDERS OF THE EYE,121,ACUTE MAJOR EYE INFECTIONS,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,Disorders of the eye,0.7637,3.3,4.1,,,,X,,,,,,,,M012,,,,
M,2,DISEASES & DISORDERS OF THE EYE,123,NEUROLOGICAL EYE DISORDERS,123,NEUROLOGICAL EYE DISORDERS,Disorders of the eye,0.7489,2.1,2.6,,,,X,,,,,,,,M012,,,,
M,2,DISEASES & DISORDERS OF THE EYE,124,OTHER DISORDERS OF THE EYE,124,OTHER DISORDERS OF THE EYE WITH MCC,Disorders of the eye,1.2489,3.6,4.9,,,,X,,,,,,,,M012,,,,
M,2,DISEASES & DISORDERS OF THE EYE,124,OTHER DISORDERS OF THE EYE,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,Disorders of the eye,0.7722,2.6,3.3,,,,X,,,,,,,,M012,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",140,MAJOR HEAD & NECK PROCEDURES,129,MAJOR HEAD AND NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE,Major head & neck procedures,2.2924,3.7,5.3,V37,,10/1/2020,, ,,P30,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",140,MAJOR HEAD & NECK PROCEDURES,130,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,Major head & neck procedures,1.4379,2.3,2.9,V37,,10/1/2020,, ,,P30,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",131,CRANIAL/FACIAL PROCEDURES,131,CRANIAL AND FACIAL PROCEDURES WITH CC/MCC,Cranial/facial procedures,2.5712,4.4,6.1,V37,,10/1/2020,, ,,P29,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",131,CRANIAL/FACIAL PROCEDURES,132,CRANIAL AND FACIAL PROCEDURES WITHOUT CC/MCC,Cranial/facial procedures,1.5556,2.2,2.8,V37,,10/1/2020,, ,,P29,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",143,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES",133,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC/MCC","Other ear, nose, mouth & throat procedure",1.9857,3.8,5.4,V37,,10/1/2020,, ,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",143,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES",134,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC","Other ear, nose, mouth & throat procedure",1.1607,2,2.5,V37,,10/1/2020,, ,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",135,SINUS & MASTOID PROCEDURES,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,"Other ear, nose, mouth & throat procedure",2.2723,4.5,6.3,,,,, ,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",135,SINUS & MASTOID PROCEDURES,136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,"Other ear, nose, mouth & throat procedure",1.2988,2,2.7,,,,, ,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",137,MOUTH PROCEDURES,137,MOUTH PROCEDURES WITH CC/MCC,Mouth procedures,1.3636,3.6,4.7,,,,, ,,P31,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",137,MOUTH PROCEDURES,138,MOUTH PROCEDURES WITHOUT CC/MCC,Mouth procedures,0.8656,2,2.5,,,,, ,,P31,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",139,SALIVARY GLAND PROCEDURES,139,SALIVARY GLAND PROCEDURES,"Other ear, nose, mouth & throat procedure",1.116,1.9,2.7,,,,, ,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",140,MAJOR HEAD & NECK PROCEDURES,140,MAJOR HEAD AND NECK PROCEDURES WITH MCC,Major head & neck procedures,3.9733,,,,,,,,,P30,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",140,MAJOR HEAD & NECK PROCEDURES,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,Major head & neck procedures,2.2132,,,,,,,,,P30,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",140,MAJOR HEAD & NECK PROCEDURES,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,Major head & neck procedures,1.6102,,,,,,,,,P30,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",143,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES",143,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC","Other ear, nose, mouth & throat procedure",2.9604,,,,,,,,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",143,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES",144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC","Other ear, nose, mouth & throat procedure",1.7529,,,,,,,,,P32,,,,,,,,,
P,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",143,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES",145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC","Other ear, nose, mouth & throat procedure",1.2179,,,,,,,,,P32,,,,,,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY",146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC","Ear, nose, mouth & throat malignancy",1.9227,5.4,7.8,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY",147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC","Ear, nose, mouth & throat malignancy",1.2505,3.7,5,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY",148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC","Ear, nose, mouth & throat malignancy",0.8141,2.2,2.9,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",149,DYSEQUILIBRIUM,149,DYSEQUILIBRIUM,Dysequilibrium,0.7042,2.1,2.5,,,,,,,,,,,,M014,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",150,EPISTAXIS,150,EPISTAXIS WITH MCC,Epistaxis,1.3228,3.5,4.7,,,,,,,,,,,,M015,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",150,EPISTAXIS,151,EPISTAXIS WITHOUT MCC,Epistaxis,0.7319,2.3,2.8,,,,,,,,,,,,M015,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",152,OTITIS MEDIA & URI,152,OTITIS MEDIA AND URI WITH MCC,Otitis media & uri,1.0511,3.2,4.1,,,,,,,,,,,,M016,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",152,OTITIS MEDIA & URI,153,OTITIS MEDIA AND URI WITHOUT MCC,Otitis media & uri,0.7151,2.4,2.9,,,,,,,,,,,,M016,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES",154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC","Other ear, nose, mouth & throat diagnoses",1.4528,4.1,5.5,,,,,,,,,,,,M017,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES",155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC","Other ear, nose, mouth & throat diagnoses",0.8975,3,3.7,,,,,,,,,,,,M017,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES",156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC","Other ear, nose, mouth & throat diagnoses",0.6656,2.2,2.7,,,,,,,,,,,,M017,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",157,DENTAL & ORAL DISEASES,157,DENTAL AND ORAL DISEASES WITH MCC,Dental & oral diseases,1.5479,4.4,5.8,,,,,,,,,,,,M018,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",157,DENTAL & ORAL DISEASES,158,DENTAL AND ORAL DISEASES WITH CC,Dental & oral diseases,0.8885,3,3.7,,,,,,,,,,,,M018,,,,
M,3,"DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT",157,DENTAL & ORAL DISEASES,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,Dental & oral diseases,0.6732,2.2,2.6,,,,,,,,,,,,M018,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,163,MAJOR CHEST PROCEDURES,163,MAJOR CHEST PROCEDURES WITH MCC,Lung resection,4.9422,10,12.5,,,,, ,,P26,,,,,,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,163,MAJOR CHEST PROCEDURES,164,MAJOR CHEST PROCEDURES WITH CC,Lung resection,2.5776,5.1,6.1,,,,, ,,P26,,,,,,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,163,MAJOR CHEST PROCEDURES,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,Lung resection,1.8507,3.1,3.7,,,,, ,,P26,,,,,,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,166,OTHER RESP SYSTEM O.R. PROCEDURES,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,Other resp system o.r. procedures,3.547,8.1,10.4,,,,, ,,P27,,,,,,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,166,OTHER RESP SYSTEM O.R. PROCEDURES,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,Other resp system o.r. procedures,1.8497,4.5,5.7,,,,, ,,P27,,,,,,,,,
P,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,166,OTHER RESP SYSTEM O.R. PROCEDURES,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,Other resp system o.r. procedures,1.2904,2.5,3.1,,,,, ,,P27,,,,,,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,175,PULMONARY EMBOLISM,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,Pulmonary embolism,1.4678,4.4,5.5,,,,,,,,,,,,M019,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,175,PULMONARY EMBOLISM,176,PULMONARY EMBOLISM WITHOUT MCC,Pulmonary embolism,0.8952,2.9,3.6,,,,,,,,,,,,M019,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,177,RESPIRATORY INFECTIONS & INFLAMMATIONS,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,Simple pneumonia and respiratory infections,1.8507,5.7,7.1,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,177,RESPIRATORY INFECTIONS & INFLAMMATIONS,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,Simple pneumonia and respiratory infections,1.2952,4.5,5.4,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,177,RESPIRATORY INFECTIONS & INFLAMMATIONS,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,Simple pneumonia and respiratory infections,0.93,3.4,4.1,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,180,RESPIRATORY NEOPLASMS,180,RESPIRATORY NEOPLASMS WITH MCC,Respiratory neoplasms,1.6894,5,6.5,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,180,RESPIRATORY NEOPLASMS,181,RESPIRATORY NEOPLASMS WITH CC,Respiratory neoplasms,1.156,3.5,4.6,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,180,RESPIRATORY NEOPLASMS,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,Respiratory neoplasms,0.8448,2.4,3.1,,,,X, ,,X,X,X,X,X,X,X,X,,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,183,MAJOR CHEST TRAUMA,183,MAJOR CHEST TRAUMA WITH MCC,Major chest trauma,1.4768,4.5,5.6,,,,X, ,,X,X,X,X,X,M022X,X,X,X,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,183,MAJOR CHEST TRAUMA,184,MAJOR CHEST TRAUMA WITH CC,Major chest trauma,1.015,3.3,3.9,,,,X, ,,X,X,X,X,X,M022X,X,X,X,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,183,MAJOR CHEST TRAUMA,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,Major chest trauma,0.7589,2.5,2.9,,,,X, ,,X,X,X,X,X,M022X,X,X,X,X
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,186,PLEURAL EFFUSION,186,PLEURAL EFFUSION WITH MCC,Acute respiratory failure,1.5246,4.5,5.8,,,,,,,,,,,,M023,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,186,PLEURAL EFFUSION,187,PLEURAL EFFUSION WITH CC,Acute respiratory failure,1.0568,3.3,4.2,,,,,,,,,,,,M023,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,186,PLEURAL EFFUSION,188,PLEURAL EFFUSION WITHOUT CC/MCC,Acute respiratory failure,0.7992,2.5,3.2,,,,,,,,,,,,M023,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,189,PULMONARY EDEMA & RESPIRATORY FAILURE,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,Acute respiratory failure,1.2196,3.7,4.8,,,,,,,,,,,,M023,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,"COPD, bronchitis/asthma",1.1526,3.8,4.6,,,,I,,,,,,,,M024,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,"COPD, bronchitis/asthma",0.9176,3.1,3.8,,,,I,,,,,,,,M024,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,"COPD, bronchitis/asthma",0.7265,2.6,3,,,,I,,,,,,,,M024,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,193,SIMPLE PNEUMONIA & PLEURISY,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,Simple pneumonia and respiratory infections,1.3731,4.5,5.4,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,193,SIMPLE PNEUMONIA & PLEURISY,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,Simple pneumonia and respiratory infections,0.9332,3.4,4.1,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,193,SIMPLE PNEUMONIA & PLEURISY,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,Simple pneumonia and respiratory infections,0.7099,2.7,3.2,,,,Q,,,,,,,,M020,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,196,INTERSTITIAL LUNG DISEASE,196,INTERSTITIAL LUNG DISEASE WITH MCC,Interstitial lung disease,1.5964,5,6.3,,,,,,,,,,,,M025,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,196,INTERSTITIAL LUNG DISEASE,197,INTERSTITIAL LUNG DISEASE WITH CC,Interstitial lung disease,1.0449,3.4,4.2,,,,,,,,,,,,M025,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,196,INTERSTITIAL LUNG DISEASE,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,Interstitial lung disease,0.7824,2.6,3.1,,,,,,,,,,,,M025,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,199,PNEUMOTHORAX,199,PNEUMOTHORAX WITH MCC,Pneumothorax,1.8065,5.4,6.9,,,,,,,,,,,,M026,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,199,PNEUMOTHORAX,200,PNEUMOTHORAX WITH CC,Pneumothorax,1.0611,3.4,4.2,,,,,,,,,,,,M026,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,199,PNEUMOTHORAX,201,PNEUMOTHORAX WITHOUT CC/MCC,Pneumothorax,0.76,2.5,3.1,,,,,,,,,,,,M026,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,202,BRONCHITIS & ASTHMA,202,BRONCHITIS AND ASTHMA WITH CC/MCC,"COPD, bronchitis/asthma",0.926,3.1,3.8,,,,I,,,,,,,,M024,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,202,BRONCHITIS & ASTHMA,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,"COPD, bronchitis/asthma",0.7055,2.4,2.9,,,,I,,,,,,,,M024,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,204,RESPIRATORY SIGNS & SYMPTOMS,204,RESPIRATORY SIGNS AND SYMPTOMS,Other respiratory system diagnoses,0.7662,2.2,2.8,,,,,,,,,,,,M027,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,205,OTHER RESPIRATORY SYSTEM DIAGNOSES,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,Other respiratory system diagnoses,1.493,4,5.4,,,,,,,,,,,,M027,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,205,OTHER RESPIRATORY SYSTEM DIAGNOSES,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,Other respiratory system diagnoses,0.8518,2.5,3.1,,,,,,,,,,,,M027,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,Acute respiratory failure,5.4845,12.2,14.1,,,,,,,,,,,,M023,,,,
M,4,DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,Acute respiratory failure,2.3678,4.9,6.7,,,,,,,,,,,,M023,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,215,OTHER HEART ASSIST SYSTEM IMPLANT,215,OTHER HEART ASSIST SYSTEM IMPLANT,Other major cardiovascular procedures,12.88608,7.2,11.9,,,,X, ,,X,X,X,X,X,X,X,X,X,X
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH MCC,Cardiac valve surgery,9.4996,11.2,14.4,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH CC,Cardiac valve surgery,6.2829,7.4,8.9,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITHOUT CC/MCC,Cardiac valve surgery,5.684,4.7,5.9,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC,Cardiac valve surgery,7.6075,9.2,11.2,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC,Cardiac valve surgery,5.1403,6.2,6.8,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC,Cardiac valve surgery,4.5838,4.5,5,,,,J, ,,P18,,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK,222,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI/HF/SHOCK WITH MCC,Implatation of permanent pacemaker/defibrillator/AICD,8.4852,10.1,12.1,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK,223,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI/HF/SHOCK WITHOUT MCC,Implatation of permanent pacemaker/defibrillator/AICD,6.442,5.6,6.8,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK,224,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI/HF/SHOCK WITH MCC,Implatation of permanent pacemaker/defibrillator/AICD,7.3411,7.4,9.1,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK,225,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI/HF/SHOCK WITHOUT MCC,Implatation of permanent pacemaker/defibrillator/AICD,5.6612,4.1,4.8,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,Implatation of permanent pacemaker/defibrillator/AICD,6.7973,6.5,8.5,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,Implatation of permanent pacemaker/defibrillator/AICD,5.4049,3.3,4.4,,,,E, ,,,P20,,A,,,,,,
P,5,DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM,228,OTHER CARDIOTHORACIC PROCEDURES,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,Other cardiovascular procedure,6.5964,6.8,9.8,,,,, ,,P21,,,A,,,,,,
